Threshold,FP,TP,FN,Precision,Recall,Accuracy,F1
0.1,0,30,13,1.0,0.6976744186046512,0.6976744186046512,0.821917808219178
0.2,0,30,13,1.0,0.6976744186046512,0.6976744186046512,0.821917808219178
0.3,0,30,13,1.0,0.6976744186046512,0.6976744186046512,0.821917808219178
0.4,1,29,14,0.9666666666666667,0.6744186046511628,0.6590909090909091,0.7945205479452054
0.5,1,29,14,0.9666666666666667,0.6744186046511628,0.6590909090909091,0.7945205479452054
0.6,1,29,14,0.9666666666666667,0.6744186046511628,0.6590909090909091,0.7945205479452054
0.7,3,27,16,0.9,0.627906976744186,0.5869565217391305,0.7397260273972602
0.8,13,17,26,0.5666666666666667,0.3953488372093023,0.30357142857142855,0.4657534246575342
0.9,29,1,42,0.03333333333333333,0.023255813953488372,0.013888888888888888,0.0273972602739726
