Threshold,FP,TP,FN,Precision,Recall,Accuracy,F1
0.1,6,34,9,0.85,0.7906976744186046,0.6938775510204082,0.8192771084337349
0.2,6,34,9,0.85,0.7906976744186046,0.6938775510204082,0.8192771084337349
0.3,8,32,11,0.8,0.7441860465116279,0.6274509803921569,0.7710843373493976
0.4,14,26,17,0.65,0.6046511627906976,0.45614035087719296,0.6265060240963856
0.5,18,22,21,0.55,0.5116279069767442,0.36065573770491804,0.5301204819277109
0.6,22,18,25,0.45,0.4186046511627907,0.27692307692307694,0.43373493975903615
0.7,31,9,34,0.225,0.20930232558139536,0.12162162162162163,0.21686746987951808
0.8,39,1,42,0.025,0.023255813953488372,0.012195121951219513,0.024096385542168676
0.9,39,1,42,0.025,0.023255813953488372,0.012195121951219513,0.024096385542168676
