Wall time,Step,Value
1615079588.778634,0,7.732751846313477
1615079703.987795,1,5.256317138671875
1615079820.118126,2,4.854892730712891
1615079935.337178,3,4.333990573883057
1615080054.484404,4,4.2917866706848145
1615080169.740663,5,4.466558933258057
1615080286.929409,6,4.217007637023926
1615080403.608101,7,3.7202062606811523
1615080521.41466,8,3.5793545246124268
1615080638.781166,9,3.0799720287323
1615080756.551088,10,3.230785608291626
1615080874.489799,11,2.8780691623687744
1615080990.896199,12,3.1140060424804688
1615081109.092322,13,3.198856830596924
1615081223.5181,14,2.925429344177246
1615081344.841802,15,2.8500101566314697
1615081463.311754,16,2.898763418197632
1615081581.229219,17,2.563771963119507
1615081697.460513,18,2.711137056350708
1615081815.442624,19,2.6073224544525146
1615081930.08126,20,2.5930869579315186
1615082049.57196,21,2.6326911449432373
1615082170.08545,22,2.565751552581787
1615082289.751924,23,2.5875682830810547
1615082406.490716,24,2.4893016815185547
1615082524.326947,25,2.4610297679901123
1615082641.306189,26,2.7247445583343506
1615082760.133215,27,2.770831346511841
1615082877.587959,28,2.500277280807495
1615082996.302107,29,2.530750036239624
1615083117.107542,30,2.5333304405212402
1615083235.64222,31,2.4552998542785645
1615083357.159372,32,2.6557462215423584
1615083480.306998,33,2.4815030097961426
1615083603.015524,34,2.367997169494629
1615083724.185747,35,2.4834353923797607
1615083841.413871,36,2.3904480934143066
1615083959.790647,37,2.3767905235290527
1615084076.987555,38,2.318014144897461
1615084196.29387,39,2.522944927215576
1615084317.310307,40,2.2661378383636475
1615084436.982362,41,2.413193464279175
1615084557.680748,42,2.2858188152313232
1615084676.365245,43,2.2556354999542236
1615084796.513333,44,2.2824177742004395
1615084914.510867,45,2.327291965484619
1615085035.342724,46,2.1963984966278076
1615085150.402318,47,2.2656922340393066
1615085267.458173,48,2.2739107608795166
1615085383.220689,49,2.33581280708313
1615085500.415855,50,2.1268539428710938
1615085616.034178,51,2.329190731048584
1615085732.897301,52,2.3258042335510254
1615085849.296143,53,2.236205816268921
1615085966.593141,54,2.1874914169311523
1615086082.861358,55,2.166489839553833
1615086200.422185,56,2.244314432144165
1615086316.8809,57,2.085651159286499
1615086431.691532,58,2.2088613510131836
1615086545.987394,59,1.9740076065063477
1615086661.107234,60,2.095182418823242
1615086775.602233,61,2.2668216228485107
1615086890.483387,62,2.029815435409546
1615087005.273884,63,2.0144362449645996
1615087119.640929,64,1.8563235998153687
1615087234.018626,65,1.9888725280761719
1615087348.103705,66,1.9639387130737305
1615087462.465997,67,2.006141424179077
1615087579.687023,68,1.9343611001968384
