Wall time,Step,Value
1615403742.070133,0,7.296454429626465
1615403862.926484,1,5.4836554527282715
1615403980.518206,2,4.791810989379883
1615404100.796759,3,4.571548938751221
1615404218.871671,4,4.505581855773926
1615404339.037833,5,4.7068281173706055
1615404460.487671,6,4.493042945861816
1615404575.624186,7,3.862269401550293
1615404694.501029,8,3.584472894668579
1615404810.911301,9,3.7546095848083496
1615404925.708651,10,3.2885916233062744
1615405038.496595,11,3.1545639038085938
1615405151.186465,12,2.961226463317871
1615405265.573366,13,2.9080047607421875
1615405381.824225,14,2.828934669494629
1615405490.440799,15,2.9325368404388428
1615405603.70455,16,2.837130069732666
1615405718.20378,17,2.865649700164795
1615405829.60291,18,2.537665605545044
1615405942.31126,19,2.8629746437072754
1615406055.539945,20,2.5936572551727295
1615406167.205934,21,2.6494646072387695
1615406281.08231,22,2.8703746795654297
1615406391.867555,23,2.6841440200805664
1615406500.642954,24,2.4901857376098633
1615406615.205181,25,2.5548813343048096
1615406728.311659,26,2.6114675998687744
1615406841.241942,27,2.5110433101654053
1615406953.786902,28,2.412529945373535
1615407066.53952,29,2.5266191959381104
1615407180.191013,30,2.379324197769165
1615407290.822756,31,2.612852096557617
1615407400.113368,32,2.5033414363861084
1615407513.516708,33,2.5216903686523438
1615407625.306258,34,2.4477131366729736
1615407736.602088,35,2.492478847503662
1615407850.49486,36,2.314514636993408
1615407964.61339,37,2.3005967140197754
1615408082.182127,38,2.3402140140533447
1615408195.801064,39,2.400073528289795
1615408304.54253,40,2.4641945362091064
1615408418.133317,41,2.4074668884277344
1615408529.202825,42,2.409008741378784
1615408642.263661,43,2.3293092250823975
1615408763.113667,44,2.271106004714966
1615408887.367198,45,2.222388982772827
1615409007.312019,46,2.1076345443725586
1615409114.959644,47,2.1544127464294434
1615409221.195202,48,2.261498212814331
1615409334.317415,49,2.3530020713806152
1615409447.943213,50,2.296304702758789
1615409560.010591,51,2.1408791542053223
1615409670.401016,52,2.1385467052459717
1615409783.360079,53,2.2259321212768555
1615409900.084334,54,2.090592861175537
1615410020.907272,55,2.031024694442749
1615410133.790051,56,2.272557020187378
1615410246.401335,57,2.0288710594177246
1615410363.821937,58,2.072495222091675
1615410483.202379,59,1.9541624784469604
1615410612.273794,60,2.0033934116363525
1615410745.711886,61,1.7620010375976562
1615410878.216324,62,1.9281848669052124
1615411000.172338,63,1.9812133312225342
1615411109.935733,64,1.8612490892410278
1615411227.303199,65,1.8863317966461182
1615411352.368722,66,1.9335646629333496
1615411486.026995,67,1.7363357543945312
1615411617.201446,68,1.738680362701416
1615411748.54452,69,1.7179049253463745
1615411870.080512,70,1.9446325302124023
1615411981.584063,71,1.7080219984054565
1615412093.643592,72,1.6852132081985474
