Wall time,Step,Value
1615536760.262145,0,7.615006923675537
1615536874.278907,1,5.1659369468688965
1615536988.926021,2,4.65993595123291
1615537102.511912,3,4.727084159851074
1615537215.217525,4,4.270659923553467
1615537329.206401,5,4.505417346954346
1615537442.344569,6,4.400444984436035
1615537555.421516,7,4.433333873748779
1615537668.370593,8,4.203917980194092
1615537781.543425,9,4.105773448944092
1615537895.104471,10,4.145945072174072
1615538007.754937,11,4.308730125427246
1615538122.100138,12,4.025334358215332
1615538235.194561,13,4.006466388702393
1615538349.130718,14,3.8422679901123047
1615538462.182465,15,3.6998109817504883
1615538574.290177,16,3.8378713130950928
1615538685.410985,17,3.8462843894958496
1615538798.022354,18,3.923485517501831
1615538912.881423,19,3.729574203491211
1615539027.781214,20,3.7932565212249756
1615539140.921128,21,3.5459160804748535
1615539253.306514,22,3.6403756141662598
1615539368.989064,23,3.696096897125244
1615539479.518245,24,3.613161325454712
1615539590.03274,25,3.4891269207000732
1615539704.375881,26,3.3690733909606934
1615539822.410891,27,3.4388036727905273
1615539945.858591,28,3.3878121376037598
1615540076.728865,29,3.2741026878356934
1615540194.819409,30,3.2838218212127686
1615540310.020354,31,3.354492425918579
1615540424.203579,32,3.3174424171447754
1615540538.189552,33,3.2235846519470215
1615540659.611806,34,3.259404182434082
1615540785.283173,35,3.4084737300872803
1615540908.689374,36,3.2146899700164795
1615541024.517808,37,3.157090187072754
1615541135.366422,38,3.2581515312194824
1615541246.816266,39,3.363534927368164
1615541358.994749,40,3.1850287914276123
1615541472.111433,41,3.211752414703369
1615541590.391369,42,2.999249219894409
1615541711.364316,43,3.07680606842041
1615541821.85347,44,3.066551446914673
1615541930.412459,45,3.1125130653381348
1615542042.094397,46,3.103785991668701
1615542153.904469,47,3.2013814449310303
1615542274.240321,48,3.094799518585205
1615542394.829755,49,3.1148669719696045
1615542516.819365,50,3.0942580699920654
1615542640.714464,51,3.0393190383911133
1615542754.597259,52,3.1648168563842773
1615542866.809078,53,3.1193368434906006
1615542990.302411,54,2.974799871444702
1615543117.509869,55,3.0980520248413086
1615543244.014099,56,2.9590725898742676
1615543370.799722,57,2.985790967941284
1615543498.433041,58,3.1415657997131348
1615543608.898301,59,3.0235941410064697
1615543723.527088,60,3.0749120712280273
1615543838.919131,61,2.8921120166778564
1615543964.990544,62,2.988966464996338
1615544091.381136,63,3.000375270843506
1615544218.386339,64,2.90389347076416
1615544346.746849,65,3.024418830871582
1615544457.505582,66,2.876340627670288
1615544573.420623,67,2.959254741668701
1615544702.688083,68,2.916330337524414
1615544831.662059,69,2.935826301574707
1615544959.220954,70,2.9443576335906982
1615545090.02601,71,2.8836023807525635
1615545208.217802,72,2.8919832706451416
1615545319.416368,73,3.026797294616699
1615545432.590443,74,2.9116971492767334
1615545551.979343,75,2.726985216140747
1615545676.404426,76,2.8164424896240234
1615545807.232835,77,2.873701572418213
1615545937.897137,78,2.946870803833008
1615546064.410712,79,2.850659132003784
1615546176.600955,80,2.765723943710327
1615546296.716629,81,2.844250440597534
1615546427.704672,82,2.7168052196502686
1615546559.2204,83,2.6993627548217773
1615546690.60939,84,2.7692503929138184
1615546821.893978,85,2.630863666534424
1615546939.101628,86,2.7603049278259277
1615547055.308463,87,2.6369409561157227
1615547180.500289,88,2.7784714698791504
1615547310.224092,89,2.840425491333008
1615547438.228739,90,2.7110257148742676
1615547565.522504,91,2.667520523071289
1615547691.310109,92,2.5218663215637207
1615547800.453669,93,2.6492562294006348
1615547913.998545,94,2.5707571506500244
1615548033.943645,95,2.695615291595459
1615548160.115995,96,2.8012750148773193
1615548286.40638,97,2.523946762084961
1615548413.111534,98,2.5626060962677
1615548526.381413,99,2.451934576034546
1615548636.018901,100,2.5032777786254883
1615548748.879765,101,2.535710573196411
1615548866.321155,102,2.568901777267456
1615548988.541332,103,2.413602352142334
1615549112.001916,104,2.4162561893463135
1615549236.606929,105,2.359494924545288
1615549363.927671,106,2.494438886642456
1615549476.295283,107,2.3695900440216064
1615549589.819737,108,2.356478214263916
1615549712.985201,109,2.396772861480713
1615549836.65258,110,2.4107437133789062
1615549960.692091,111,2.34970760345459
1615550082.707464,112,2.3418400287628174
1615550205.937255,113,2.2670626640319824
1615550318.336547,114,2.3524365425109863
1615550433.022095,115,2.436570167541504
1615550560.127456,116,2.269516706466675
1615550682.867364,117,2.2069785594940186
1615550810.379267,118,2.275294542312622
1615550939.208382,119,2.404954671859741
1615551058.006618,120,2.372683048248291
1615551170.922514,121,2.1998000144958496
1615551283.78802,122,2.340345859527588
1615551411.4265,123,2.309405565261841
1615551535.900112,124,2.290217399597168
1615551662.310886,125,2.2779462337493896
1615551788.104242,126,2.3414344787597656
1615551901.282151,127,2.421799898147583
1615552005.921687,128,2.174410820007324
1615552119.826835,129,2.1775267124176025
1615552243.093507,130,2.2235419750213623
1615552367.382902,131,2.2525856494903564
1615552495.21584,132,2.138423442840576
1615552621.117649,133,2.2646658420562744
1615552747.708676,134,2.102123975753784
1615552860.819347,135,2.1518373489379883
1615552975.70445,136,2.1108016967773438
1615553097.97843,137,2.124340534210205
1615553221.616727,138,2.0412142276763916
1615553347.486821,139,2.1200313568115234
1615553473.902442,140,2.17785906791687
1615553598.681018,141,2.1492342948913574
1615553710.118091,142,2.0718727111816406
1615553821.718919,143,2.0059878826141357
1615553938.410731,144,2.119602918624878
1615554063.213355,145,2.104806423187256
1615554189.114096,146,2.0785269737243652
1615554310.617672,147,2.1643640995025635
1615554436.319702,148,2.0606679916381836
1615554551.805621,149,2.151468515396118
1615554666.381264,150,1.9560085535049438
1615554790.060954,151,2.2331736087799072
1615554914.879163,152,2.029341697692871
1615555041.631832,153,1.895451545715332
1615555170.713465,154,2.007009267807007
1615555301.818326,155,2.020602226257324
1615555415.59862,156,2.2201778888702393
1615555521.337262,157,2.149313449859619
1615555631.874816,158,2.093215227127075
1615555747.29487,159,1.9739924669265747
1615555870.130625,160,1.9565744400024414
1615555986.201736,161,1.857616901397705
1615556110.808634,162,1.9398881196975708
1615556235.389048,163,1.9064620733261108
1615556357.217591,164,1.9223344326019287
1615556465.016432,165,2.0058867931365967
1615556576.119579,166,2.06595778465271
1615556698.796752,167,1.8611395359039307
1615556822.215542,168,1.846718192100525
1615556945.505852,169,1.9695652723312378
1615557071.23193,170,2.0284531116485596
1615557191.949238,171,1.8696218729019165
1615557299.460475,172,1.8440766334533691
1615557410.992856,173,1.8998867273330688
1615557524.087121,174,1.9826476573944092
1615557641.532305,175,1.902237057685852
1615557769.117787,176,1.9062634706497192
1615557897.625276,177,1.9803014993667603
1615558022.653446,178,1.8338643312454224
1615558131.913848,179,1.815517544746399
1615558243.712504,180,1.774216890335083
1615558354.625449,181,1.7299293279647827
1615558477.410138,182,1.8591383695602417
1615558608.513264,183,1.9007591009140015
1615558739.410573,184,1.7509831190109253
1615558862.813306,185,1.8365085124969482
1615558968.042821,186,1.8477122783660889
1615559073.40769,187,1.7796905040740967
1615559179.958509,188,1.7351632118225098
1615559290.952232,189,1.7109267711639404
1615559402.799785,190,1.7850009202957153
1615559515.120242,191,1.825339913368225
1615559626.202644,192,1.9693948030471802
1615559737.390249,193,1.6777423620224
1615559846.697739,194,1.7439243793487549
1615559959.115161,195,1.772477626800537
1615560069.770281,196,1.7877967357635498
1615560181.219923,197,1.7629368305206299
1615560291.455333,198,1.7677733898162842
1615560402.663174,199,1.7744287252426147
1615560512.838405,200,1.7203837633132935
1615560622.633322,201,1.726599931716919
1615560732.011296,202,1.724705696105957
1615560840.689214,203,1.7434207201004028
1615560951.080929,204,1.77360200881958
1615561061.093339,205,1.722230076789856
1615561170.84532,206,1.7741084098815918
1615561280.887862,207,1.72260320186615
1615561390.37157,208,1.735377311706543
1615561501.404524,209,1.7101973295211792
1615561612.248666,210,1.6289036273956299
1615561725.69855,211,1.695315957069397
1615561836.40688,212,1.5881003141403198
1615561946.778181,213,1.8452956676483154
1615562056.406858,214,1.6683859825134277
1615562167.500502,215,1.7081091403961182
1615562277.799375,216,1.5549567937850952
1615562386.786299,217,1.6703678369522095
1615562496.477953,218,1.6314729452133179
1615562605.534524,219,1.6981197595596313
1615562715.90992,220,1.7068285942077637
1615562823.805992,221,1.7328715324401855
1615562932.307263,222,1.7457565069198608
1615563040.773672,223,1.767173171043396
1615563150.135666,224,1.6564217805862427
1615563259.154025,225,1.6194984912872314
1615563370.361074,226,1.5635801553726196
1615563479.516546,227,1.5766671895980835
1615563590.689774,228,1.6290431022644043
1615563701.814413,229,1.6533217430114746
1615563812.605101,230,1.583461880683899
1615563921.692881,231,1.5565159320831299
1615564032.215381,232,1.543564796447754
1615564141.917666,233,1.653416395187378
1615564250.391501,234,1.6775366067886353
1615564359.366954,235,1.6209182739257812
1615564468.080701,236,1.6347798109054565
1615564578.232008,237,1.5468356609344482
1615564688.787751,238,1.5902808904647827
1615564800.137733,239,1.6311720609664917
1615564908.128159,240,1.5102722644805908
1615565018.117943,241,1.6049952507019043
1615565129.388104,242,1.5582597255706787
1615565249.206761,243,1.598410964012146
1615565369.650534,244,1.5399298667907715
1615565490.912616,245,1.6164698600769043
1615565611.180686,246,1.6916700601577759
1615565719.528536,247,1.5568815469741821
1615565829.222881,248,1.5522048473358154
1615565939.613763,249,1.5586190223693848
1615566054.117816,250,1.4755749702453613
1615566174.020251,251,1.3726871013641357
1615566295.732193,252,1.3558779954910278
1615566410.928871,253,1.3370524644851685
1615566517.419465,254,1.359100341796875
1615566629.791565,255,1.3607443571090698
1615566741.964795,256,1.3464852571487427
1615566859.594116,257,1.3122552633285522
1615566975.518863,258,1.3175219297409058
1615567092.699927,259,1.3226100206375122
1615567207.290673,260,1.2919931411743164
1615567315.321364,261,1.3505364656448364
1615567427.82329,262,1.293960452079773
1615567544.743397,263,1.3274568319320679
1615567662.258194,264,1.3407096862792969
1615567783.938545,265,1.3572196960449219
1615567905.30425,266,1.3018629550933838
1615568010.711967,267,1.3047653436660767
1615568118.312137,268,1.3038676977157593
1615568228.59117,269,1.297745704650879
1615568349.917121,270,1.330039381980896
1615568472.302218,271,1.3126914501190186
1615568594.611076,272,1.3727444410324097
1615568723.033875,273,1.3284225463867188
1615568845.710797,274,1.279675841331482
1615568955.013445,275,1.2709743976593018
1615569067.522349,276,1.2905064821243286
1615569191.534105,277,1.2946025133132935
1615569317.715422,278,1.3071194887161255
1615569445.382164,279,1.2659815549850464
1615569571.920322,280,1.3030190467834473
1615569690.004484,281,1.3060089349746704
1615569800.978593,282,1.2668761014938354
1615569918.021214,283,1.2498927116394043
1615570042.239046,284,1.2850275039672852
1615570165.739547,285,1.3217053413391113
1615570289.042143,286,1.3450496196746826
1615570417.042453,287,1.240501880645752
1615570532.289705,288,1.1960827112197876
1615570641.732278,289,1.2693668603897095
1615570755.929005,290,1.265861988067627
1615570879.423117,291,1.2238972187042236
1615571001.886343,292,1.1715381145477295
1615571125.43373,293,1.186586856842041
1615571256.013011,294,1.1860190629959106
1615571373.411622,295,1.192033290863037
