Wall time,Step,Value
1615322557.709997,0,7.548788070678711
1615322729.369205,1,5.390949726104736
1615322841.687342,2,4.714101314544678
1615322976.550815,3,4.4210052490234375
1615323123.110642,4,4.379671096801758
1615323234.780841,5,4.4923601150512695
1615323345.182833,6,3.908428430557251
1615323458.509731,7,4.098236560821533
1615323571.717462,8,3.7822813987731934
1615323686.121402,9,3.355949640274048
1615323802.317238,10,3.1313207149505615
1615323918.995726,11,3.1078054904937744
1615324034.820235,12,2.8889410495758057
1615324147.508072,13,2.713465690612793
1615324267.974891,14,2.8999481201171875
1615324395.019447,15,2.770934820175171
1615324519.706773,16,2.717332124710083
1615324641.453263,17,2.8307039737701416
1615324765.959986,18,2.682849645614624
1615324883.701635,19,2.6128005981445312
1615324992.572463,20,2.7132904529571533
1615325105.232466,21,2.5968472957611084
1615325217.796681,22,2.713114023208618
1615325332.595025,23,2.49877667427063
1615325447.211319,24,2.618473768234253
1615325560.854503,25,2.506251811981201
1615325672.953339,26,2.641850471496582
1615325787.379296,27,2.486067771911621
1615325896.833757,28,2.5430808067321777
1615326012.67992,29,2.5447745323181152
1615326128.019384,30,2.4130258560180664
1615326240.414093,31,2.537065029144287
1615326364.598024,32,2.4705440998077393
1615326490.206003,33,2.6047592163085938
1615326608.242693,34,2.3981010913848877
1615326717.987683,35,2.3374342918395996
1615326833.971174,36,2.3976845741271973
1615326947.747985,37,2.745734453201294
1615327060.819151,38,2.4866585731506348
1615327175.074738,39,2.500929355621338
1615327289.444161,40,2.5427167415618896
1615327406.307493,41,2.3762519359588623
1615327517.768514,42,2.426776647567749
1615327627.694385,43,2.379751682281494
1615327740.302601,44,2.3207180500030518
1615327851.607169,45,2.400926113128662
1615327963.305839,46,2.256040334701538
1615328074.961478,47,2.1872458457946777
1615328187.532937,48,2.2350268363952637
1615328300.759261,49,2.3936421871185303
1615328407.992676,50,2.2633590698242188
1615328517.404652,51,2.2201812267303467
1615328630.666639,52,2.2194104194641113
1615328742.460405,53,2.2784688472747803
1615328855.500344,54,2.16195011138916
1615328976.610449,55,2.2348010540008545
1615329096.796453,56,2.3033318519592285
1615329216.913425,57,2.2424347400665283
1615329327.410541,58,2.018051862716675
1615329438.886801,59,2.006392002105713
1615329549.327471,60,2.0256361961364746
1615329659.14102,61,2.1115410327911377
1615329771.621621,62,1.9923193454742432
1615329887.960493,63,1.8784816265106201
1615330013.512378,64,1.9898490905761719
1615330129.28301,65,2.0706276893615723
1615330236.417913,66,1.9028221368789673
1615330349.148964,67,1.9572014808654785
