Wall time,Step,Value
1615864563.781746,0,1.4324712753295898
1615865403.978119,1,1.0673012733459473
1615866218.903433,2,0.9686567783355713
1615867040.761029,3,0.8405851721763611
1615867864.796498,4,0.762053370475769
1615868696.551396,5,0.727517306804657
1615869531.362924,6,0.6772382855415344
1615870333.222823,7,0.6653785705566406
1615871141.497468,8,0.6018694043159485
1615871950.635937,9,0.5917090773582458
1615872755.498719,10,0.589321494102478
1615873558.192031,11,0.5709797143936157
1615874370.631597,12,0.5491491556167603
1615875170.444119,13,0.5247067809104919
1615875970.807535,14,0.5231804847717285
1615876784.297402,15,0.5061008930206299
1615877594.149012,16,0.5100177526473999
1615878401.614374,17,0.49243152141571045
1615879220.725231,18,0.47515252232551575
1615880023.835731,19,0.4839855432510376
1615880827.60211,20,0.4792495369911194
1615881662.934407,21,0.46731269359588623
1615882481.748694,22,0.4538034200668335
1615883310.679199,23,0.44388359785079956
1615884139.247952,24,0.46105679869651794
1615884962.13966,25,0.42646875977516174
1615885775.491588,26,0.4319731593132019
1615886591.726961,27,0.4342765808105469
1615887407.461106,28,0.4270916283130646
1615888214.178147,29,0.4215259253978729
1615889019.328732,30,0.4271847605705261
1615889833.422269,31,0.4210633337497711
1615890645.424115,32,0.4110194444656372
1615891469.686867,33,0.42037585377693176
1615892305.050253,34,0.39845722913742065
1615893151.55706,35,0.389918714761734
1615893982.785041,36,0.399366557598114
1615894808.569928,37,0.3877179026603699
1615895635.296778,38,0.3995715081691742
1615896440.71371,39,0.3948502242565155
1615897249.932395,40,0.39079535007476807
1615898074.317328,41,0.3831727206707001
1615898884.185272,42,0.38041892647743225
1615899700.994224,43,0.389494925737381
1615900515.702734,44,0.3801755905151367
1615901333.986764,45,0.3783690631389618
1615902149.48796,46,0.378912091255188
1615902980.003556,47,0.36857151985168457
1615903813.324014,48,0.3812273442745209
1615904641.024372,49,0.363237202167511
1615905517.309155,50,0.3673694133758545
1615906352.924656,51,0.386327862739563
1615907189.511325,52,0.3691388964653015
1615908032.24211,53,0.358733206987381
1615908870.842438,54,0.3570263385772705
1615909720.032597,55,0.36363422870635986
1615910561.235992,56,0.3519056737422943
1615911400.582994,57,0.35704413056373596
1615912248.685114,58,0.41479992866516113
1615913091.872171,59,0.35117781162261963
1615913950.330305,60,0.35247719287872314
1615914772.802695,61,0.34205809235572815
1615915610.885915,62,0.35258153080940247
1615916426.238554,63,0.34792596101760864
1615917265.32303,64,0.3510185480117798
1615918098.016056,65,0.33830538392066956
1615918944.065207,66,0.3444705307483673
1615919769.83076,67,0.3437723219394684
1615920615.429379,68,0.33924591541290283
1615921445.095466,69,0.339100182056427
1615922276.279781,70,0.3451541066169739
1615923108.126042,71,0.35667556524276733
1615923956.994415,72,0.3438987731933594
1615924784.615256,73,0.33381664752960205
1615925613.745033,74,0.33703768253326416
1615926453.29502,75,0.32988765835762024
1615927300.095827,76,0.33305415511131287
1615928132.928758,77,0.3355183005332947
1615928968.306621,78,0.33606094121932983
1615929804.406016,79,0.32455524802207947
1615930651.536035,80,0.32632702589035034
1615931478.010861,81,0.33509910106658936
1615932312.592231,82,0.3324357271194458
1615933159.825485,83,0.33003243803977966
1615934003.989457,84,0.32679814100265503
1615934853.381879,85,0.3266845643520355
1615935690.521305,86,0.3240169584751129
1615936515.504874,87,0.325786292552948
1615937360.497508,88,0.3217928409576416
1615938200.213141,89,0.323472797870636
1615939048.977484,90,0.324442058801651
1615939872.927879,91,0.3322724401950836
1615940710.423571,92,0.3127044439315796
1615941555.210277,93,0.3350280523300171
1615942400.131211,94,0.31957337260246277
1615943225.803891,95,0.32138338685035706
1615944084.314856,96,0.32505711913108826
1615944928.020583,97,0.31787407398223877
1615945775.503184,98,0.3164997100830078
1615946616.19262,99,0.31231823563575745
1615947450.195902,100,0.3146224915981293
1615948284.246777,101,0.31439533829689026
1615949115.023455,102,0.31393611431121826
1615949949.1163,103,0.3082711696624756
1615950793.957829,104,0.31855079531669617
1615951623.29338,105,0.312384694814682
1615952444.730678,106,0.3073227107524872
1615953271.446951,107,0.3097497224807739
1615954111.423516,108,0.311079740524292
1615954952.596279,109,0.3129558861255646
1615955806.684682,110,0.3112472593784332
1615956654.11593,111,0.3109990656375885
1615957512.883361,112,0.309879332780838
1615958351.413864,113,0.3049435019493103
1615959103.015889,114,0.3068048059940338
1615959855.906453,115,0.3038221299648285
1615960615.4056,116,0.3070113956928253
1615961368.606362,117,0.3069136142730713
1615962142.410185,118,0.30716463923454285
1615962917.092126,119,0.31010979413986206
1615963686.654333,120,0.3026295602321625
